1,0195153448
2,0195153448
3,0002005018
4,0060973129
5,0374157065
6,0393045218
7,0393045218
8,0399135782
8,0804106304
8,0151000638
8,080410753X
8,0679748083
8,0399146431
8,0399141146
8,0804114986
8,080411109X
8,1400002877
8,067972768X
8,0399146857
8,039592684X
8,0399150749
8,3442096480
9,0425176428
10,0671870432
10,0374281602
10,0446359866
10,0446365505
10,0374281947
10,0446612626
10,0762102543
10,0446360589
10,0446351709
10,0446350982
10,0374184232
11,0671870432
12,0679425608
12,0156005492
13,074322678X
13,0679731946
14,0771074670
15,080652121X
15,0821766066
15,1575664550
15,0806512318
15,0821766430
15,0786011386
15,0786010576
16,0887841740
17,1552041778
18,1558746218
18,155874262X
18,1558744150
18,1558744606
18,1558747028
18,1558744630
18,1558746161
18,1558747109
18,1558747699
18,1558746986
18,1558748040
18,0757300421
18,1558743316
18,1558747613
18,1558745718
18,1558745041
18,1558745017
18,1558746226
18,1885223331
18,1558748903
18,1558749209
18,1558747060
18,1558746463
18,1558746099
18,1558747141
18,0757300243
18,1558744029
18,1558743790
18,1558748008
18,1558745629
18,1558747966
18,1558743545
18,1558746587
18,0757300618
18,1558746625
18,1558744592
18,1558748865
18,0757300006
18,155874715X
18,0439078415
19,1558746218
19,155874262X
19,1558744150
19,1558744606
19,1558747478
19,1558747028
19,1558744630
19,1558746161
19,1558747109
19,1558747699
19,1558746986
19,1558748040
19,0757300421
19,1558743316
19,0609609491
19,1558747613
19,1558745718
19,1558745041
19,1558745017
19,1558746226
19,1558748903
19,1558749209
19,1558747060
19,1558746463
19,1558746099
19,1558747141
19,0757300243
19,1558744029
19,1558743790
19,1558748008
19,1558745629
19,1558747966
19,1558743545
19,1558746587
19,0757300618
19,1558746625
19,1558744592
19,1558748865
19,0757300006
19,155874715X
20,1558746218
20,1558744150
20,1558744606
20,1558745041
20,1558746226
20,1558747060
21,1567407781
21,0446605964
21,1558021256
22,1567407781
23,1575663937
24,1881320189
25,0440234743
25,0440225701
25,0385497466
25,0385508042
25,0385511612
25,044023722X
25,0385416342
25,038542471X
25,044021145X
25,0385490992
25,0385424728
25,0385472951
25,0385505833
25,0385493800
25,0440211727
25,044022165X
25,0385508417
25,0385510438
25,0440224764
25,0440236673
25,0099244926
25,0440214041
25,0385424736
25,0375433465
25,0440241537
25,0440221471
25,3453169247
25,0385421982
25,0440213525
25,3453061187
25,0099245027
25,345386980X
25,0099993805
25,0440220602
25,0440241073
25,3453127013
25,0385503822
25,3453136411
25,0739306510
25,038550120X
25,0385472943
25,0440295556
25,345307565X
25,0440295521
25,3453071174
25,0385470819
25,0739302213
25,3455024947
26,0452264464
26,0452264790
26,0452260116
26,1400076218
26,0452283868
26,0452280621
26,0394423291
26,0679433740
26,0140283404
26,0375411550
26,0452280397
26,0375415351
26,0394497848
26,0940322587
26,0452282195
26,0679745424
26,037540273X
26,3499228548
26,0195101405
27,0609804618
27,0609808346
28,0609804618
29,0609804618
30,1841721522
31,1841721522
32,1841721522
33,1879384493
34,0061076031
34,0060528125
35,0439095026
36,0689821166
36,0689842708
36,0689835558
37,0689821166
37,0821746219
38,0689821166
39,0971880107
40,0345402871
40,0345417623
40,0345378490
40,0345370775
40,0752999958
40,0345380371
40,034540288X
40,0345378482
40,0061015725
40,0345353145
40,0679446486
40,0394588169
40,0345391055
40,0066214122
40,0451183665
40,3426600218
40,0679444815
40,0394589424
40,0345354621
40,0345354613
40,0345359321
40,0679419454
40,0613072103
40,067945540X
40,0451210638
40,034539092X
40,0517084791
40,0553024248
40,0345354648
40,0060502304
40,0679431136
41,0684823802
41,0553274864
41,0156904365
41,0020869002
41,0684823772
41,0156329301
41,0743234901
41,0020868901
42,0375759778
42,0375507876
43,0425163091
44,3404921038
44,077109972X
44,0140252525
44,0679870423
45,3404921038
46,3404921038
46,3442724686
46,3442730066
46,3442435366
46,3442439043
47,3442353866
47,3442350484
48,3442353866
49,3442410665
49,3442426030
49,3442442540
50,3442446937
50,0345311396
50,0345404793
50,0679450432
50,0679450440
50,0345404777
50,034538184X
50,0345300203
50,034540761X
50,0345334019
50,0679420649
50,0345404769
50,0679450408
50,0679429883
50,0345404785
50,0679429891
50,0345386132
50,0679766669
51,3442446937
51,3442441188
51,3548245897
51,3442446783
52,0375406328
52,0679767789
52,0375413081
52,0375706062
52,0679759263
52,0679735461
52,0375727612
53,0446310786
53,0446310492
53,0435120964
53,0060935464
53,0060194995
53,3499142813
54,0449005615
54,0345465083
54,0375502912
55,0060168013
55,0571197639
55,0060915544
55,0060917016
55,0060930535
55,0060175400
55,0060922532
55,0061097314
55,0060504080
55,0060199652
55,0060504072
55,0060959037
55,0060921145
55,0395926882
55,0060512822
55,0060175796
55,0816158770
55,0060158638
55,0571206484
55,006109868X
55,0060927569
55,0060926597
56,038078243X
56,0380804743
56,0380770334
56,038077030X
57,055321215X
57,0486284735
57,0451526279
57,0140620427
57,0140620109
57,0451523067
57,0451526295
57,0451187903
57,0553211978
57,0486290492
57,0553212761
57,0460872125
57,0192815466
57,0451524195
57,0553213105
57,0140431020
57,1853260002
57,0451525892
57,0760700435
57,0140373373
57,0140430725
57,0140430059
57,0679783261
57,0451526368
57,055321019X
57,0553211374
57,0375757422
57,0553212737
57,0140620753
57,0451523652
57,1566191432
57,0140258175
57,0393967913
57,1566190932
57,0553213342
57,0375757295
57,0451525884
57,0140620222
57,0451519167
57,0141439513
57,0192827618
57,1853260282
57,0192833588
57,0893756113
57,0486406482
57,0812543122
58,067176537X
59,0061099686
59,006017935X
59,0061099694
59,0060176156
59,0345362721
59,0061099708
59,0061093335
59,0060179341
59,0694523321
59,0060577479
59,006016249X
59,0061099732
59,0060157992
59,0061093343
59,0345354575
59,006109921X
60,0553582909
60,0553582747
60,0553802488
60,0425181111
60,0451181379
60,0425142485
60,0451205421
60,0425115801
60,0553582933
60,0345384350
